name,zip_code,city,state_code,address,phone,categories,id,is_close,price,rating,review_number,cat1,cat2,cat3,cat4,cat5,cat6,cat7,cat8,cat9,cat10,cat11,cat12,cat13,cat14,cat15,cat16,cat17,cat18,cat19
The Penrose,10028,New York,NY,1590 2nd Ave_New York_ NY 10028_,(212) 203-2751,gastropubs;bars;,the-penrose-new-york,FALSE,$$,4,739,,,,,,,,,,,,,,,,,,,
foreign_name,10012,New York,NY,222 Lafayette St_New York_ NY 10012_,(646) 882-1939,vietnamese;breakfast_brunch;asianfusion;,error id,FALSE,$$,4,314,,,,,,,,,,,,,,,,,,,
Jackson's Eatery | Bar,11101,Long Island City,NY,10-37 Jackson Ave_Long Island City_ NY 11101_,(347) 649-1721,bars;tradamerican;breakfast_brunch;,jacksons-eatery-bar-long-island-city-2,FALSE,$$,4,71,,,,,,,,,,,,,,,,,,,
Antique Garage Tribeca,10013,New York,NY,313 Church St_New York_ NY 10013_,(212) 226-0066,mediterranean;Italiangreek;,antique-garage-tribeca-new-york,FALSE,$$$,4,22,,,,,,,,,,,,,,,,,,,
The Catalina,10036,New York,NY,675A 9th Ave_New York_ NY 10036_,(212) 541-4000,bars;pizza;burgers;,the-catalina-new-york-3,FALSE,$$,4,153,,,,,,,,,,,,,,,,,,,
White Gold Butchers,10024,New York,NY,375 Amsterdam Ave_New York_ NY 10024_,(212) 362-8731,butcher;breakfast_brunch;,white-gold-butchers-new-york,FALSE,$$,3.5,103,,,,,,,,,,,,,,,,,,,
Tastings Social for Izakaya MB & Mountain Bird,10029,New York,NY,251 E 110th St_New York_ NY 10029_,(212) 744-4422,french;,tastings-social-for-izakaya-mb-and-mountain-bird-new-york,FALSE,$$$,4.5,76,,,,,,,,,,,,,,,,,,,
Xi'an Famous Foods,10075,New York,NY,328 E 78th St_New York_ NY 10075_,,chinese;noodles;burgers;,xian-famous-foods-new-york-15,FALSE,$,4,321,,,,,,,,,,,,,,,,,,,
Scalini Fedeli,10013,New York,NY,165 Duane St_New York_ NY 10013_,(212) 528-0400,Italian,scalini-fedeli-new-york,FALSE,$$$$,4.5,253,,,,,,,,,,,,,,,,,,,
foreign_name,10022,New York,NY,510 Madison Ave_New York_ NY 10022_,(212) 858-9365,mexican;cocktailbars;,error id,FALSE,$$$,4,44,,,,,,,,,,,,,,,,,,,
Atrium Dumbo,11201,Brooklyn,NY,15 Main St_Brooklyn_ NY 11201_,(718) 858-1095,tradamerican;,atrium-dumbo-brooklyn,FALSE,$$,4,422,,,,,,,,,,,,,,,,,,,
Bill's Bar & Burger,10019,New York,NY,16 W 51st St_New York_ NY 10019_,(212) 705-8510,burgers;American_newbars;,bills-bar-and-burger-new-york-2,FALSE,$$,3.5,808,,,,,,,,,,,,,,,,,,,
Infirmary,10128,New York,NY,1720 2nd Ave_New York_ NY 10128_,(917) 388-2512,cajun;cocktailbars;,infirmary-new-york,FALSE,$$,4,342,,,,,,,,,,,,,,,,,,,
Davio's Northern Italian Steakhouse,10017,New York,NY,447 Lexington Ave_New York_ NY 10017_,(212) 661-4810,steak;Italiangluten_free;,davios-northern-italian-steakhouse-new-york,FALSE,$$$,4,193,,,,,,,,,,,,,,,,,,,
Korali Estiatorio,10128,New York,NY,1662 3rd Ave_New York_ NY 10128_,(646) 964-5470,greek;mediterranean;seafood;,korali-estiatorio-new-york,FALSE,$$$,4,126,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Melt Shop,10020,New York,NY,135 W 50th St_New York_ NY 10020_,(212) 974-3423,American_newdesserts;sandwiches;,melt-shop-new-york-3,FALSE,$$,4,355,,,,,,,,,,,,,,,,,,,
Flor De Mayo,10024,New York,NY,484 Amsterdam Ave_New York_ NY 10024_,(212) 787-3388,chinese;peruvian;spanish;,flor-de-mayo-new-york-2,FALSE,$$,4,949,,,,,,,,,,,,,,,,,,,
The Plaza Food Hall,10019,New York,NY,1 W 59th St_New York_ NY 10019_,(212) 546-5499,food_court;,the-plaza-food-hall-new-york,FALSE,$$,4,523,,,,,,,,,,,,,,,,,,,
Cotenna,10014,New York,NY,21 Bedford St_New York_ NY 10014_,(646) 861-0175,wine_bars;Italian,cotenna-new-york,FALSE,$$,4,238,,,,,,,,,,,,,,,,,,,
Blend on the Water,11109,Long Island City,NY,4540 Center Blvd_Long Island City_ NY 11109_,(718) 606-9851,latin;breakfast_brunch;lounges;,blend-on-the-water-long-island-city,FALSE,$$,4,1976,,,,,,,,,,,,,,,,,,,
Pepolino Restaurant,10013,New York,NY,281 W Broadway_New York_ NY 10013_,(212) 966-9983,Italian,pepolino-restaurant-new-york,FALSE,$$$,4.5,396,,,,,,,,,,,,,,,,,,,
Kobeyaki,10001,New York,NY,293 7th Ave_New York_ NY 10001_,(212) 242-5500,Japanesesushi;burgers;,kobeyaki-new-york-2,FALSE,$$,4,442,,,,,,,,,,,,,,,,,,,
Del Posto,10011,New York,NY,85 10th Ave_New York_ NY 10011_,(212) 497-8090,Italian,del-posto-new-york,FALSE,$$$$,4,1178,,,,,,,,,,,,,,,,,,,
Isle of Capri,10065,New York,NY,1028 3rd Ave_New York_ NY 10065_,(212) 223-9430,Italian,isle-of-capri-new-york-2,FALSE,$$$,4,155,,,,,,,,,,,,,,,,,,,
Fish,10014,New York,NY,280 Bleecker St_New York_ NY 10014_,(212) 727-2879,seafood;,fish-new-york,FALSE,$$,4,1267,,,,,,,,,,,,,,,,,,,
Tommy Bahama Restaurant | Bar | Store - New York,10176,New York,NY,551 5th Ave_New York_ NY 10176_,(212) 537-0960,American_newhawaiian;seafood;,tommy-bahama-restaurant-bar-store-new-york-new-york,FALSE,$$$,4,441,,,,,,,,,,,,,,,,,,,
Tavern29,10016,New York,NY,47 E 29th St_New York_ NY 10016_,(212) 685-4422,pubs;American_new,tavern29-new-york,FALSE,$$,4,614,,,,,,,,,,,,,,,,,,,
Taboon,10019,New York,NY,773 10th Ave_New York_ NY 10019_,(212) 713-0271,mideastern;mediterranean;,taboon-new-york,FALSE,$$$,4,499,,,,,,,,,,,,,,,,,,,
Ramen Ishida,10002,New York,NY,122 Ludlow St_New York_ NY 10002_,(646) 590-3276,ramen;,ramen-ishida-new-york,FALSE,$$,5,17,,,,,,,,,,,,,,,,,,,
The Heath,10001,New York,NY,542 W 27th St_New York_ NY 10001_,(212) 564-1662,bars;musicvenues;modern_european;,the-heath-new-york,FALSE,$$$,4,223,,,,,,,,,,,,,,,,,,,
La Diagonal,10026,New York,NY,185 St Nicholas Ave_New York_ NY 10026_,(212) 418-1220,bars;newmexican;tapas;,la-diagonal-new-york-5,FALSE,$$,4,57,,,,,,,,,,,,,,,,,,,
Soba Noodle Azuma 55,10019,New York,NY,251 W 55th St_New York_ NY 10019_,(917) 262-0540,Japanesenoodles;,soba-noodle-azuma-55-new-york,FALSE,$$,4,77,,,,,,,,,,,,,,,,,,,
Nobu 57,10019,New York,NY,40 W 57th St_New York_ NY 10019_,(212) 757-3000,sushi;Japanesedesserts;,nobu-57-new-york,FALSE,$$$$,4,901,,,,,,,,,,,,,,,,,,,
Spaghetti Incident,10002,New York,NY,231 Eldridge St_New York_ NY 10002_,(646) 896-1446,Italian,spaghetti-incident-new-york-2,FALSE,$$,4,315,,,,,,,,,,,,,,,,,,,
Tavern on Jane,10014,New York,NY,31 8th Ave_New York_ NY 10014_,(212) 675-2526,American_new,tavern-on-jane-new-york,FALSE,$$,4,343,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Waylon,10019,New York,NY,736 10th Ave_New York_ NY 10019_,(212) 265-0010,pubs;,the-waylon-new-york,FALSE,$$,4.5,57,,,,,,,,,,,,,,,,,,,
CK14  The Crooked Knife,10011,New York,NY,232 W 14th St_New York_ NY 10011_,(212) 929-4534,bars;gastropubs;American_new,ck14-the-crooked-knife-new-york-2,FALSE,$$,4,338,,,,,,,,,,,,,,,,,,,
The Auction House,10128,New York,NY,300 E 89th St_New York_ NY 10128_,(212) 427-4458,lounges;,the-auction-house-new-york,FALSE,$$,4,365,,,,,,,,,,,,,,,,,,,
Breakroom,10013,New York,NY,83 Baxter St_New York_ NY 10013_,(212) 227-2802,burgers;mexican;,breakroom-new-york,FALSE,$,4.5,1190,,,,,,,,,,,,,,,,,,,
Patzeria Family & Friends,10036,New York,NY,311 W 48th St_New York_ NY 10036_,(212) 245-4343,Italianpizza;,patzeria-family-and-friends-new-york,FALSE,$$,4.5,631,,,,,,,,,,,,,,,,,,,
Ruby's- Murray Hill,10016,New York,NY,442 3rd Ave_New York_ NY 10016_,(212) 300-4245,breakfast_brunch;burgers;australian;,rubys-murray-hill-new-york,FALSE,$$,4,156,,,,,,,,,,,,,,,,,,,
Houseman,10013,New York,NY,508 Greenwich St_New York_ NY 10013_,(212) 641-0654,American_newburgers;wine_bars;,houseman-new-york,FALSE,$$$,4,56,,,,,,,,,,,,,,,,,,,
Tribeca's Kitchen,10013,New York,NY,200 Church St_New York_ NY 10013_,(212) 227-5100,American_newbreakfast_brunch;dinnertheater;,tribecas-kitchen-new-york,FALSE,$$,4,205,,,,,,,,,,,,,,,,,,,
Pampano,10017,New York,NY,209 E 49th St_New York_ NY 10017_,(212) 751-4545,mexican;latin;,pampano-new-york,FALSE,$$$,4,491,,,,,,,,,,,,,,,,,,,
Casa Agave,10036,New York,NY,693 9th Ave_New York_ NY 10036_,(212) 265-2229,bars;mexican;,casa-agave-new-york-2,FALSE,$$,4,325,,,,,,,,,,,,,,,,,,,
Shanghai Asian Manor,10013,New York,NY,21 Mott St_New York_ NY 10013_,(212) 766-6311,shanghainese;,shanghai-asian-manor-new-york,FALSE,$$,4,1073,,,,,,,,,,,,,,,,,,,
Seamstress,10021,New York,NY,339 E 75th St_New York_ NY 10021_,(212) 288-8033,American_newcocktailbars;,seamstress-new-york,FALSE,$$,4,208,,,,,,,,,,,,,,,,,,,
Souvlaki GR,10019,New York,NY,162 W 56th St_New York_ NY 10019_,(212) 974-7482,greek;,souvlaki-gr-new-york-6,FALSE,$$,4,278,,,,,,,,,,,,,,,,,,,
STATE Grill and Bar,10118,New York,NY,Empire State Building_350 5th Ave_New York_ NY 10118_,(212) 216-9693,bars;American_new,state-grill-and-bar-new-york,FALSE,$$$,4,84,,,,,,,,,,,,,,,,,,,
Hatsuhana Sushi Restaurant,10017,New York,NY,17 E 48th St_New York_ NY 10017_,(212) 355-3345,Japanesesushi;,hatsuhana-sushi-restaurant-new-york,FALSE,$$$,4,948,,,,,,,,,,,,,,,,,,,
Empire Diner,10011,New York,NY,210 10th Ave_New York_ NY 10011_,(212) 335-2277,tradamerican;breakfast_brunch;diners;,empire-diner-new-york-4,FALSE,,,,,,,,,,,,,,,,,,,,,,
foreign_name,10036,New York,NY,357 W 44th St_New York_ NY 10036_,(212) 582-3200,cocktailbars;,error id,FALSE,$$,4,552,,,,,,,,,,,,,,,,,,,
Raclette,10009,New York,NY,511 E 12th St_New York_ NY 10009_,(917) 853-5377,sandwiches;french;,raclette-new-york,FALSE,$$,4,630,,,,,,,,,,,,,,,,,,,
Zero Otto Nove,10010,New York,NY,15 W 21st St_New York_ NY 10010_,(212) 242-0899,Italianpizza;cocktailbars;,zero-otto-nove-new-york-3,FALSE,$$,4,351,,,,,,,,,,,,,,,,,,,
Ciccio,10012,New York,NY,190 6th Ave_New York_ NY 10012_,(646) 476-9498,Italianbars;,ciccio-new-york-2,FALSE,$$,4.5,204,,,,,,,,,,,,,,,,,,,
Norikoh,10016,New York,NY,10 E 39th St_New York_ NY 10016_,(646) 918-6778,sushi;Japaneseasianfusion;,norikoh-new-york,FALSE,$$,4,277,,,,,,,,,,,,,,,,,,,
Yves,10013,New York,NY,385 Greenwich St_New York_ NY 10013_,(212) 431-3385,cocktailbars;desserts;American_new,yves-new-york,FALSE,$$$,4,18,,,,,,,,,,,,,,,,,,,
foreign_name,10019,New York,NY,40 W 53rd St_New York_ NY 10019_,(212) 969-9980,brazilian;steak;seafood;,error id,FALSE,$$$,4,675,,,,,,,,,,,,,,,,,,,
B Side Pizza & Wine Bar,10019,New York,NY,370 W 51st St_New York_ NY 10019_,(646) 679-7225,pizza;Italianwine_bars;,b-side-pizza-and-wine-bar-new-york,FALSE,$$,4.5,644,,,,,,,,,,,,,,,,,,,
Basta Pasta,10011,New York,NY,37 W 17th St_New York_ NY 10011_,(212) 366-0888,Italian,basta-pasta-new-york,FALSE,$$,4,1179,,,,,,,,,,,,,,,,,,,
Flatiron Room,10010,New York,NY,37 W 26th St_New York_ NY 10010_,(212) 725-3860,lounges;jazzandblues;tradamerican;,flatiron-room-new-york,FALSE,$$$,4.5,564,,,,,,,,,,,,,,,,,,,
Benito One,10013,New York,NY,174 Mulberry St_New York_ NY 10013_,(212) 226-9171,Italian,benito-one-new-york,FALSE,$$,4,431,,,,,,,,,,,,,,,,,,,
Sukhumvit 51,10022,New York,NY,224 E 51st St_New York_ NY 10022_,(212) 888-8894,thai;,sukhumvit-51-new-york,FALSE,$$,4,514,,,,,,,,,,,,,,,,,,,
Sofia Wine Bar,10022,New York,NY,242 E 50th St_New York_ NY 10022_,(212) 888-8660,Italianwine_bars;,sofia-wine-bar-new-york,FALSE,$$,4,529,,,,,,,,,,,,,,,,,,,
E.A.K. Ramen,10011,New York,NY,469 Avenue Of The Americas_New York_ NY 10011_,(646) 863-2027,ramen;noodles;,e-a-k-ramen-new-york-3,FALSE,$$,4,36,,,,,,,,,,,,,,,,,,,
Red Poke,10036,New York,NY,600 9th Ave_New York_ NY 10036_,(212) 974-8100,poke;korean;hawaiian;,red-poke-new-york-2,FALSE,$$,4.5,224,,,,,,,,,,,,,,,,,,,
Mathews Food & Drink,7302,Jersey City,NJ,351 Grove St_Jersey City_ NJ 07302_,(201) 333-1258,American_newbars;,mathews-food-and-drink-jersey-city,FALSE,$$,4,166,,,,,,,,,,,,,,,,,,,
Paul's On Times Square,10036,New York,NY,136 W 42nd St_Hilton Garden Inn_New York_ NY 10036_,(212) 204-7246,bars;pizza;Italian,pauls-on-times-square-new-york,FALSE,$$,4,156,,,,,,,,,,,,,,,,,,,
Wildair,10002,New York,NY,142 Orchard St_New York_ NY 10002_,(646) 964-5624,American_new,wildair-new-york,FALSE,$$$,4,108,,,,,,,,,,,,,,,,,,,
Good Dish,10019,New York,NY,2 W 58th St_New York_ NY 10019_,,American_new,good-dish-new-york,FALSE,$$$,5,2,,,,,,,,,,,,,,,,,,,
Fuku+,10019,New York,NY,15 West 56th St_New York_ NY 10019_,,American_newcomfortfood;,fuku-new-york-11,FALSE,$$,3.5,145,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E&E Grill House,10019,New York,NY,233 W 49th St_New York_ NY 10019_,(212) 505-9909,steak;cocktailbars;tradamerican;,e-and-e-grill-house-new-york,FALSE,$$$,4,247,,,,,,,,,,,,,,,,,,,
Sean's Bar & Kitchen,10036,New York,NY,42 West 48th St_New York_ NY 10036_,(212) 764-9090,irish_pubs;beerbar;American_new,seans-bar-and-kitchen-new-york,FALSE,$$,4,90,,,,,,,,,,,,,,,,,,,
David Burke Kitchen,10013,New York,NY,23 Grand St_New York_ NY 10013_,(212) 201-9119,American_newsteak;,david-burke-kitchen-new-york,FALSE,$$$,3.5,1025,,,,,,,,,,,,,,,,,,,
The Hideaway Seaport,10038,New York,NY,22 Peck Slip_New York_ NY 10038_,(212) 385-2222,bars;American_newgastropubs;,the-hideaway-seaport-new-york,FALSE,$$,4,48,,,,,,,,,,,,,,,,,,,
HandCraft Kitchen & Cocktails,10016,New York,NY,367 3rd Ave_New York_ NY 10016_,(212) 689-3000,cocktailbars;gastropubs;comfortfood;,handcraft-kitchen-and-cocktails-new-york,FALSE,$$,4,194,,,,,,,,,,,,,,,,,,,
DOMODOMO,10012,New York,NY,138 W Houston St_New York_ NY 10012_,(646) 707-0301,Japanesesushi;,domodomo-new-york,FALSE,$$$,4.5,397,,,,,,,,,,,,,,,,,,,
Bessou,10012,New York,NY,5 Bleecker St_New York_ NY 10012_,(212) 228-8502,Japanesebreakfast_brunch;,bessou-new-york,FALSE,$$$,4,82,,,,,,,,,,,,,,,,,,,
Tavern on the Green,10023,New York,NY,67 Central Park W_New York_ NY 10023_,(212) 877-8684,steak;American_newdesserts;,tavern-on-the-green-new-york-7,FALSE,$$$,3,795,,,,,,,,,,,,,,,,,,,
Marta,10016,New York,NY,29 E 29th St_New York_ NY 10016_,(212) 651-3800,pizza;Italian,marta-new-york-7,FALSE,$$$,4,557,,,,,,,,,,,,,,,,,,,
The Royal Munkey,10010,New York,NY,438 2nd Ave_New York_ NY 10010_,(646) 863-2249,indpak;cocktailbars;,the-royal-munkey-new-york,FALSE,$$$,4.5,171,,,,,,,,,,,,,,,,,,,
The Ribbon,10023,New York,NY,20 W 72nd St_New York_ NY 10023_,(212) 787-5656,American_new,the-ribbon-new-york,FALSE,$$$,3.5,227,,,,,,,,,,,,,,,,,,,
Atoboy,10016,New York,NY,43 E 28th St_New York_ NY 10016_,(646) 476-7217,korean;tapasmallplates;asianfusion;,atoboy-new-york,FALSE,$$$,4,99,,,,,,,,,,,,,,,,,,,
Blue Dog Kitchen Bar,10019,New York,NY,308 W 50th St_New York_ NY 10019_,(212) 459-0700,cocktailbars;breakfast_brunch;American_new,blue-dog-kitchen-bar-new-york-3,FALSE,$$,4,688,,,,,,,,,,,,,,,,,,,
Maiella,11109,Long Island City,NY,4610 Center Blvd_Long Island City_ NY 11109_,(718) 606-1770,Italianseafood;breakfast_brunch;,maiella-long-island-city,FALSE,$$$,4.5,398,,,,,,,,,,,,,,,,,,,
Aurora Soho,10013,New York,NY,510 Broome St_New York_ NY 10013_,(212) 334-9020,Italianbreakfast_brunch;wine_bars;,aurora-soho-new-york,FALSE,$$$,4,318,,,,,,,,,,,,,,,,,,,
Fig & Olive - Meatpacking,10014,New York,NY,420 W 13th St_New York_ NY 10014_,(212) 924-1200,mediterranean;bars;venues;,fig-and-olive-meatpacking-new-york,FALSE,$$$,3.5,1135,,,,,,,,,,,,,,,,,,,
Anella,11222,Brooklyn,NY,222 Franklin St_Brooklyn_ NY 11222_,(718) 389-8100,American_new,anella-brooklyn,FALSE,$$,4,336,,,,,,,,,,,,,,,,,,,
Ovest Pizzoteca,10001,New York,NY,513 W 27th St_New York_ NY 10001_,(212) 967-4392,pizza;Italiancocktailbars;,ovest-pizzoteca-new-york,FALSE,$$,4,417,,,,,,,,,,,,,,,,,,,
Vinateria,10026,New York,NY,2211 Frederick Douglass Blvd_New York_ NY 10026_,(212) 662-8462,Italianspanish;seafood;,vinateria-new-york-3,FALSE,$$,4,294,,,,,,,,,,,,,,,,,,,
Mokja,10028,New York,NY,1663 1st Ave_New York_ NY 10028_,(646) 707-0991,korean;asianfusion;,mokja-new-york-4,FALSE,$$,4,62,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beyond Sushi Midtown West,10019,New York,NY,62 W 56th St_New York_ NY 10019_,(646) 964-5097,sushi;vegan;vegetarian;,beyond-sushi-midtown-west-new-york-2,FALSE,$$,4.5,373,,,,,,,,,,,,,,,,,,,
Agora Turkish Restaurant,10028,New York,NY,1565 2nd Ave_New York_ NY 10028_,(212) 717-1220,turkish;mediterranean;mideastern;,agora-turkish-restaurant-new-york-2,FALSE,$$,4.5,335,,,,,,,,,,,,,,,,,,,
Black Tap Craft Burgers & Beer,10013,New York,NY,529 Broome St_New York_ NY 10013_,(917) 639-3089,tradamerican;gastropubs;burgers;,black-tap-craft-burgers-and-beer-new-york,FALSE,$$,4,667,,,,,,,,,,,,,,,,,,,
Clancey,10002,New York,NY,79 Clinton St_New York_ NY 10002_,(917) 388-3575,American_newbeerbar;breakfast_brunch;,clancey-new-york,FALSE,$$,4.5,42,,,,,,,,,,,,,,,,,,,
White Oak Oyster Bar & Cocktail Lounge,10019,New York,NY,818 10th Ave_New York_ NY 10019_,(646) 692-9347,cocktailbars;seafood;American_new,white-oak-oyster-bar-and-cocktail-lounge-new-york,FALSE,$$,4,172,,,,,,,,,,,,,,,,,,,
Buceo 95,10025,New York,NY,201 W 95th St_New York_ NY 10025_,(212) 662-7010,tapas;spanish;wine_bars;,buceo-95-new-york,FALSE,$$$,4,363,,,,,,,,,,,,,,,,,,,
Earl's Beer & Cheese,10029,New York,NY,1259 Park Ave_New York_ NY 10029_,(212) 289-1581,bars;comfortfood;,earls-beer-and-cheese-new-york,FALSE,$$,4,482,,,,,,,,,,,,,,,,,,,
Nur,10003,New York,NY,34 E 20th St_New York_ NY 10003_,(212) 505-3420,mideastern;,nur-new-york-2,FALSE,$$$,4.5,33,,,,,,,,,,,,,,,,,,,
Mulberry & Vine,10017,New York,NY,155 E 44th St_New York_ NY 10017_,(917) 810-2880,American_newfooddeliveryservices;,mulberry-and-vine-new-york-3,FALSE,$$,4,16,,,,,,,,,,,,,,,,,,,
Bookmarks,10017,New York,NY,299 Madison Ave_Library Hotel_New York_ NY 10017_,(212) 204-5498,bars;,bookmarks-new-york,FALSE,$$$,3.5,158,,,,,,,,,,,,,,,,,,,
Land,10024,New York,NY,450 Amsterdam Ave_New York_ NY 10024_,(212) 501-8121,thai;,land-new-york,FALSE,$$,4,887,,,,,,,,,,,,,,,,,,,
Mulino a Vino,10014,New York,NY,337 W 14th St_New York_ NY 10014_,(855) 343-4513,Italianwine_bars;,mulino-a-vino-new-york-2,FALSE,$$$,4,138,,,,,,,,,,,,,,,,,,,
Zia Maria,10011,New York,NY,318 W 23rd St_New York_ NY 10011_,(212) 524-9200,Italianpizza;,zia-maria-new-york,FALSE,$$,4,84,,,,,,,,,,,,,,,,,,,
Burp Bowl Cafe,10010,New York,NY,134 E 27th St_New York_ NY 10010_,(917) 396-9777,Japanesechinese;noodles;,burp-bowl-cafe-new-york-6,FALSE,$,4,67,,,,,,,,,,,,,,,,,,,
Workshop,10021,New York,NY,1415 2nd Ave_New York_ NY 10021_,(646) 861-0999,bars;sandwiches;,workshop-new-york-7,FALSE,$$,5,8,,,,,,,,,,,,,,,,,,,
Han Dynasty,10003,New York,NY,90 3rd Ave_New York_ NY 10003_,(212) 390-8685,chinese;soup;bars;,han-dynasty-new-york,FALSE,$$,4,862,,,,,,,,,,,,,,,,,,,
While We Were Young,10014,New York,NY,183 W 10th St_New York_ NY 10014_,(917) 675-6272,American_newcocktailbars;,while-we-were-young-new-york,FALSE,$$$,4,48,,,,,,,,,,,,,,,,,,,
SOUTHGATE Bar & Restaurant,10019,New York,NY,154 Central Park S_JW Marriott Essex House New York_New York_ NY 10019_,(212) 484-5120,American_newcocktailbars;wine_bars;,southgate-bar-and-restaurant-new-york-4,FALSE,$$$,3.5,149,,,,,,,,,,,,,,,,,,,
Gallow Green,10001,New York,NY,542 W 27th St_New York_ NY 10001_,(212) 564-1662,cocktailbars;American_new,gallow-green-new-york,FALSE,$$$,3.5,525,,,,,,,,,,,,,,,,,,,
Citizens of Chelsea,10001,New York,NY,401 W 25th St_New York_ NY 10001_,(646) 649-3079,coffee;breakfast_brunch;australian;,citizens-of-chelsea-new-york,FALSE,$$,4,161,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Balade - Your Way,10018,New York,NY,144 West 37th St_New York_ NY 10018_,(212) 695-6969,lebanese;mediterranean;,balade-your-way-new-york-2,FALSE,$$,4.5,158,,,,,,,,,,,,,,,,,,,
Oramen,10011,New York,NY,579 6th Ave_New York_ NY 10011_,(646) 998-5754,ramen;tapasmallplates;,oramen-new-york-2,FALSE,$$,4,102,,,,,,,,,,,,,,,,,,,
Soju Haus,10016,New York,NY,315 5th Ave_Fl 2_New York_ NY 10016_,(212) 213-2177,korean;,soju-haus-new-york,FALSE,$$,4,351,,,,,,,,,,,,,,,,,,,
Cafe Sabarsky,10028,New York,NY,1048 5th Ave_New York_ NY 10028_,(212) 288-0665,german;austrian;cafes;,cafe-sabarsky-new-york-4,FALSE,$$,4,399,,,,,,,,,,,,,,,,,,,
Vintry Wine and Whiskey,10004,New York,NY,57 Stone St_New York_ NY 10004_,(212) 480-9800,whiskeybars;,vintry-wine-and-whiskey-new-york,FALSE,$$$,4,215,,,,,,,,,,,,,,,,,,,
Fiaschetteria Pistoia,10009,New York,NY,647 E 11th St_New York_ NY 10009_,(212) 777-3355,wine_bars;tuscan;,fiaschetteria-pistoia-new-york,FALSE,$$,4.5,41,,,,,,,,,,,,,,,,,,,
Miss Wong's,7302,Jersey City,NJ,8 Erie St_Jersey City_ NJ 07302_,(201) 630-0077,lounges;,miss-wongs-jersey-city,FALSE,$$,4,41,,,,,,,,,,,,,,,,,,,
Chefs Club,10012,New York,NY,275 Mulberry St_New York_ NY 10012_,(212) 941-1100,wine_bars;American_new,chefs-club-new-york,FALSE,$$$,4,290,,,,,,,,,,,,,,,,,,,
Ravagh Persian Grill,10065,New York,NY,1135 1st Ave_New York_ NY 10065_,(212) 861-7900,persian;mediterranean;,ravagh-persian-grill-new-york-3,FALSE,$$,4,160,,,,,,,,,,,,,,,,,,,
Tia Pol,10011,New York,NY,205 10th Ave_New York_ NY 10011_,(212) 675-8805,tapas;spanish;,tia-pol-new-york,FALSE,$$$,4,606,,,,,,,,,,,,,,,,,,,
Piacere,10013,New York,NY,351 Broome St_New York_ NY 10013_,(212) 219-4080,pizza;Italian,piacere-new-york,FALSE,$$,4,528,,,,,,,,,,,,,,,,,,,
BIN No. 220,10038,New York,NY,220 Front St_New York_ NY 10038_,(212) 374-9463,wine_bars;,bin-no-220-new-york,FALSE,$$,4,67,,,,,,,,,,,,,,,,,,,
Little Frog Bistro & Bar,10028,New York,NY,322 E 86th St_New York_ NY 10028_,(347) 537-5786,french;bars;,little-frog-bistro-and-bar-new-york,FALSE,$$$,3.5,68,,,,,,,,,,,,,,,,,,,
Crave Fishbar,10024,New York,NY,428 Amsterdam Ave_New York_ NY 10024_,(646) 494-2750,seafood;,crave-fishbar-new-york-2,FALSE,$$$,4,136,,,,,,,,,,,,,,,,,,,
Omar's Mediterranean Cuisine,10022,New York,NY,154 E 55th St_New York_ NY 10022_,(212) 207-8302,mideastern;mediterranean;,omars-mediterranean-cuisine-new-york-3,FALSE,$$,4.5,420,,,,,,,,,,,,,,,,,,,
Boulton & Watt,10009,New York,NY,5 Ave A_New York_ NY 10009_,(646) 490-6004,American_newgastropubs;,boulton-and-watt-new-york,FALSE,$$,4,547,,,,,,,,,,,,,,,,,,,
Cafe D'Alsace,10128,New York,NY,1695 2nd Ave_New York_ NY 10128_,(212) 722-5133,french;breakfast_brunch;dinnertheater;,cafe-d-alsace-new-york,FALSE,$$,4,919,,,,,,,,,,,,,,,,,,,
Haymaker Bar and Kitchen,10001,New York,NY,252 W 29th St_New York_ NY 10001_,(646) 429-8237,gastropubs;beerbar;,haymaker-bar-and-kitchen-new-york,FALSE,$$,4,173,,,,,,,,,,,,,,,,,,,
Vai Restaurant,10024,New York,NY,429 Amsterdam Ave_New York_ NY 10024_,(212) 362-4500,Italianmediterranean;wine_bars;,vai-restaurant-new-york,FALSE,$$$,4,291,,,,,,,,,,,,,,,,,,,
Fig & Olive,10065,New York,NY,808 Lexington Ave_New York_ NY 10065_,(212) 207-4555,Italianfrench;bars;,fig-and-olive-new-york,FALSE,$$$,3.5,353,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yakiniku Futago,10011,New York,NY,37 W 17th St_New York_ NY 10011_,(212) 620-0225,Japanesebbq;steak;,yakiniku-futago-new-york,FALSE,$$$,4.5,162,,,,,,,,,,,,,,,,,,,
